[time] [pid], cpuburst
[ 1558.064997] [Pid:1776], CPUburst : 50945
[ 1558.147114] [Pid:1988], CPUburst : 19857
[ 1558.255781] [Pid:2002], CPUburst : 144605
[ 1558.779157] [Pid:2050], CPUburst : 21278
[ 1558.803636] [Pid:1911], CPUburst : 291397
[ 1559.096371] [Pid:1357], CPUburst : 323399
[ 1559.396879] [Pid:2000], CPUburst : 87734
[ 1559.422936] [Pid:1995], CPUburst : 16937
[ 1559.425392] [Pid:2004], CPUburst : 323364
[ 1559.842813] [Pid:2025], CPUburst : 109940
[ 1560.098353] [Pid:1988], CPUburst : 165890
[ 1560.129689] [Pid:2002], CPUburst : 60685
[ 1560.762444] [Pid:1776], CPUburst : 90320
[ 1561.133211] [Pid:1990], CPUburst : 63826
[ 1561.265919] [Pid:2017], CPUburst : 34412
[ 1561.266336] [Pid:2051], CPUburst : 27213
[ 1561.534379] [Pid:1884], CPUburst : 164718
[ 1561.594835] [Pid:2008], CPUburst : 70115
[ 1561.887567] [Pid:2053], CPUburst : 151712
[ 1561.942054] [Pid:2056], CPUburst : 122467
[ 1562.036128] [Pid:1989], CPUburst : 26719
[ 1562.196208] [Pid:1988], CPUburst : 3163
[ 1562.199200] [Pid:2002], CPUburst : 74734
[ 1562.301975] [Pid:2052], CPUburst : 49625
[ 1563.511362] [Pid:1776], CPUburst : 7995
[ 1564.026106] [Pid:1356], CPUburst : 152037
[ 1564.346245] [Pid:1988], CPUburst : 2627
[ 1564.413075] [Pid:2002], CPUburst : 30583
[ 1564.720926] [Pid:1995], CPUburst : 11629
[ 1565.548568] [Pid:1850], CPUburst : 87327
[ 1566.161404] [Pid:1903], CPUburst : 7208
[ 1566.277565] [Pid:2002], CPUburst : 17167
[ 1566.290639] [Pid:2004], CPUburst : 12520
[ 1566.292635] [Pid:1776], CPUburst : 59164
[ 1566.358000] [Pid:1775], CPUburst : 11123
[ 1566.393053] [Pid:1988], CPUburst : 107403
[ 1566.520028] [Pid:2025], CPUburst : 36064
[ 1567.093911] [Pid:1911], CPUburst : 70259
[ 1567.434997] [Pid:2051], CPUburst : 69215
[ 1567.827197] [Pid:2002], CPUburst : 77768
[ 1567.940914] [Pid:2053], CPUburst : 57898
[ 1568.125220] [Pid:1989], CPUburst : 7164
[ 1568.224307] [Pid:2015], CPUburst : 96323
[ 1568.227403] [Pid:2000], CPUburst : 3776
[ 1568.993757] [Pid:1776], CPUburst : 45343
[ 1569.394248] [Pid:1988], CPUburst : 4058
[ 1569.436712] [Pid:1884], CPUburst : 89361
[ 1569.461052] [Pid:2002], CPUburst : 48849
[ 1569.463746] [Pid:1917], CPUburst : 310229
[ 1570.776991] [Pid:1710], CPUburst : 63042
[ 1571.089687] [Pid:2002], CPUburst : 15237
[ 1571.689472] [Pid:1776], CPUburst : 25787
[ 1571.789786] [Pid:1995], CPUburst : 9878
[ 1571.926297] [Pid:1988], CPUburst : 6257
[ 1572.196776] [Pid:2050], CPUburst : 76047
[ 1572.421568] [Pid:2008], CPUburst : 112961
[ 1572.757313] [Pid:2056], CPUburst : 19255
[ 1572.925524] [Pid:2002], CPUburst : 17389
[ 1573.362319] [Pid:2004], CPUburst : 20571
[ 1573.524584] [Pid:1911], CPUburst : 159446
[ 1574.024865] [Pid:1990], CPUburst : 127302
[ 1574.381065] [Pid:1776], CPUburst : 16066
[ 1574.383039] [Pid:1988], CPUburst : 7708
[ 1574.400950] [Pid:2051], CPUburst : 116804
[ 1574.556021] [Pid:1989], CPUburst : 93755
[ 1574.622295] [Pid:2053], CPUburst : 26070
[ 1574.686866] [Pid:2002], CPUburst : 233626
[ 1574.864894] [Pid:2025], CPUburst : 23116
[ 1575.488012] [Pid:1357], CPUburst : 176622
[ 1575.516830] [Pid:2017], CPUburst : 175550
[ 1575.547240] [Pid:2172], CPUburst : 22701
[ 1576.687045] [Pid:2002], CPUburst : 22764
[ 1576.861668] [Pid:1988], CPUburst : 180760
[ 1576.908956] [Pid:1884], CPUburst : 86719
[ 1576.942687] [Pid:1734], CPUburst : 47580
[ 1577.082266] [Pid:1776], CPUburst : 85617
[ 1577.122026] [Pid:2052], CPUburst : 132899
[ 1577.454127] [Pid:1775], CPUburst : 171692
[ 1577.634045] [Pid:1730], CPUburst : 165621
[ 1577.785157] [Pid:1995], CPUburst : 85469
[ 1577.832316] [Pid:2000], CPUburst : 208684
[ 1578.088291] [Pid:1356], CPUburst : 361911
[ 1578.665891] [Pid:2002], CPUburst : 3125132
[ 1579.385226] [Pid:1988], CPUburst : 30333
[ 1579.730276] [Pid:2056], CPUburst : 439079
[ 1579.790358] [Pid:2004], CPUburst : 36264
[ 1579.917499] [Pid:1776], CPUburst : 128759
[ 1580.586411] [Pid:2002], CPUburst : 361172
[ 1581.136794] [Pid:2053], CPUburst : 203413
[ 1581.389052] [Pid:1903], CPUburst : 42658
[ 1581.587624] [Pid:2051], CPUburst : 113036
[ 1581.616125] [Pid:1988], CPUburst : 67892
[ 1581.692882] [Pid:1989], CPUburst : 95109
[ 1581.739971] [Pid:1881], CPUburst : 982641
[ 1582.088667] [Pid:1330], CPUburst : 18351948
[ 1582.263971] [Pid:2025], CPUburst : 66887
[ 1582.484032] [Pid:1776], CPUburst : 100014
[ 1582.507070] [Pid:10], CPUburst : 50579
[ 1582.649144] [Pid:2002], CPUburst : 13144
[ 1583.088017] [Pid:1911], CPUburst : 126767
[ 1584.579111] [Pid:1995], CPUburst : 2826
[ 1584.652096] [Pid:1988], CPUburst : 248350
[ 1584.825242] [Pid:2002], CPUburst : 86762
[ 1584.949995] [Pid:1884], CPUburst : 96321
[ 1585.180176] [Pid:2008], CPUburst : 54245
[ 1585.453781] [Pid:1776], CPUburst : 205283
[ 1586.959557] [Pid:2002], CPUburst : 11060992
[ 1587.008211] [Pid:2050], CPUburst : 37171
[ 1587.328973] [Pid:1988], CPUburst : 110742
[ 1587.862873] [Pid:2053], CPUburst : 23062
[ 1588.114322] [Pid:1776], CPUburst : 253673
[ 1588.293308] [Pid:2000], CPUburst : 178518
[ 1588.299651] [Pid:2051], CPUburst : 78779
[ 1588.379943] [Pid:1989], CPUburst : 42658
[ 1588.386876] [Pid:2004], CPUburst : 222674
[ 1588.648864] [Pid:2002], CPUburst : 79908
[ 1588.983980] [Pid:1990], CPUburst : 226823
[ 1589.219287] [Pid:1988], CPUburst : 123495
[ 1589.278795] [Pid:1775], CPUburst : 63921
[ 1590.263992] [Pid:2025], CPUburst : 61718
[ 1590.423909] [Pid:2002], CPUburst : 80514
[ 1590.713910] [Pid:1995], CPUburst : 68747
[ 1590.750640] [Pid:1776], CPUburst : 65802
[ 1591.044403] [Pid:1356], CPUburst : 98458
[ 1591.213485] [Pid:1988], CPUburst : 53303
[ 1591.261908] [Pid:2017], CPUburst : 121898
[ 1591.479228] [Pid:2056], CPUburst : 12593
[ 1591.813304] [Pid:1710], CPUburst : 71461
[ 1592.110382] [Pid:1357], CPUburst : 159169
[ 1592.398950] [Pid:1884], CPUburst : 40468
[ 1592.675296] [Pid:2002], CPUburst : 82624
[ 1592.781502] [Pid:1911], CPUburst : 75912
[ 1592.962667] [Pid:2052], CPUburst : 48815
[ 1593.414882] [Pid:1776], CPUburst : 20748
[ 1594.246591] [Pid:1988], CPUburst : 18820
[ 1594.339390] [Pid:1989], CPUburst : 35173
[ 1594.381424] [Pid:2053], CPUburst : 75517
[ 1594.385739] [Pid:2004], CPUburst : 24993
[ 1594.744557] [Pid:2051], CPUburst : 10474
[ 1594.983623] [Pid:2002], CPUburst : 93286
[ 1596.075624] [Pid:1988], CPUburst : 85052
[ 1596.108685] [Pid:1776], CPUburst : 80805
[ 1596.408856] [Pid:2056], CPUburst : 3724
[ 1596.519575] [Pid:2682], CPUburst : 172426
[ 1596.673634] [Pid:2002], CPUburst : 31914
[ 1596.795922] [Pid:1903], CPUburst : 156755
[ 1597.049947] [Pid:1995], CPUburst : 15154
[ 1597.169425] [Pid:2008], CPUburst : 66455
[ 1597.281073] [Pid:1930], CPUburst : 13972
[ 1597.594902] [Pid:2025], CPUburst : 10319
[ 1598.382225] [Pid:2000], CPUburst : 47019
[ 1598.399905] [Pid:1988], CPUburst : 10127
[ 1598.576744] [Pid:1734], CPUburst : 16107
[ 1599.023681] [Pid:1776], CPUburst : 29065
[ 1599.025641] [Pid:2002], CPUburst : 67565
[ 1599.619728] [Pid:1884], CPUburst : 58772
[ 1600.572508] [Pid:1836], CPUburst : 474558
[ 1600.671878] [Pid:1775], CPUburst : 69667
[ 1601.045670] [Pid:1988], CPUburst : 60531
[ 1601.107673] [Pid:2002], CPUburst : 67705
[ 1601.239009] [Pid:1989], CPUburst : 8533
[ 1601.475906] [Pid:2053], CPUburst : 153813
[ 1601.607135] [Pid:1776], CPUburst : 10077
[ 1601.614729] [Pid:2051], CPUburst : 22275
[ 1601.644791] [Pid:2004], CPUburst : 22101
[ 1601.889407] [Pid:2050], CPUburst : 18296
[ 1602.070023] [Pid:2015], CPUburst : 158461
[ 1602.459831] [Pid:1062], CPUburst : 81392
[ 1602.572411] [Pid:1911], CPUburst : 84565
[ 1602.891680] [Pid:2002], CPUburst : 110812
[ 1602.935854] [Pid:1356], CPUburst : 85192
[ 1603.491238] [Pid:1881], CPUburst : 5253
[ 1603.515325] [Pid:1990], CPUburst : 37624
[ 1603.515472] [Pid:1995], CPUburst : 59355
[ 1603.615296] [Pid:2149], CPUburst : 174175
[ 1604.182668] [Pid:1988], CPUburst : 553393
[ 1604.227857] [Pid:1776], CPUburst : 145615
[ 1604.769886] [Pid:2002], CPUburst : 86885
[ 1605.901229] [Pid:2056], CPUburst : 10589
[ 1606.571990] [Pid:2025], CPUburst : 46914
[ 1606.602046] [Pid:1988], CPUburst : 11204
[ 1606.603171] [Pid:593], CPUburst : 31298
[ 1606.653912] [Pid:2002], CPUburst : 78603
[ 1606.904994] [Pid:1776], CPUburst : 242239
[ 1607.081955] [Pid:2017], CPUburst : 167929
[ 1607.175582] [Pid:1884], CPUburst : 184521
[ 1607.461861] [Pid:1989], CPUburst : 148218
[ 1607.690351] [Pid:2053], CPUburst : 144105
[ 1607.693085] [Pid:2051], CPUburst : 328503
[ 1607.980217] [Pid:2052], CPUburst : 16075
[ 1608.231795] [Pid:2000], CPUburst : 165729
[ 1608.432588] [Pid:2008], CPUburst : 242786
[ 1608.439782] [Pid:2004], CPUburst : 52597
[ 1608.599976] [Pid:1357], CPUburst : 82927
[ 1608.633974] [Pid:2002], CPUburst : 51912
[ 1608.914346] [Pid:1988], CPUburst : 144652
[ 1609.536458] [Pid:1995], CPUburst : 33375
[ 1609.601995] [Pid:1776], CPUburst : 67631
[ 1610.567050] [Pid:2002], CPUburst : 59626
[ 1611.100960] [Pid:1988], CPUburst : 8150
[ 1611.137415] [Pid:1911], CPUburst : 154648
[ 1611.830880] [Pid:1775], CPUburst : 93682
[ 1612.180417] [Pid:1903], CPUburst : 82200
[ 1612.272308] [Pid:1776], CPUburst : 106725
[ 1612.315008] [Pid:2002], CPUburst : 209033
[ 1612.827557] [Pid:1710], CPUburst : 210799
[ 1613.189060] [Pid:1988], CPUburst : 176163
[ 1613.233872] [Pid:1989], CPUburst : 92212
[ 1613.867836] [Pid:2051], CPUburst : 186159
[ 1613.909165] [Pid:2053], CPUburst : 361345
[ 1613.936814] [Pid:2056], CPUburst : 476851
[ 1614.155846] [Pid:1884], CPUburst : 247825
[ 1614.279505] [Pid:2002], CPUburst : 375667
[ 1614.316131] [Pid:2025], CPUburst : 45137
[ 1614.902166] [Pid:2004], CPUburst : 170906
[ 1614.997812] [Pid:1356], CPUburst : 143677
[ 1614.999328] [Pid:1776], CPUburst : 168339
[ 1615.067806] [Pid:2050], CPUburst : 58411
[ 1615.571142] [Pid:1988], CPUburst : 78215
[ 1615.933826] [Pid:1995], CPUburst : 129837
[ 1616.220109] [Pid:2002], CPUburst : 206234
[ 1617.488640] [Pid:1990], CPUburst : 55241
[ 1617.596761] [Pid:1776], CPUburst : 111091
[ 1617.812207] [Pid:2000], CPUburst : 147556
[ 1618.200560] [Pid:2002], CPUburst : 136629
[ 1618.323841] [Pid:1988], CPUburst : 361683
[ 1619.195439] [Pid:2008], CPUburst : 125445
[ 1620.049226] [Pid:1989], CPUburst : 26545
[ 1620.436437] [Pid:2051], CPUburst : 62614
[ 1620.463257] [Pid:2002], CPUburst : 68761
[ 1620.590728] [Pid:2053], CPUburst : 192971
[ 1620.627991] [Pid:1776], CPUburst : 69924
[ 1620.827953] [Pid:1911], CPUburst : 69343
[ 1621.100052] [Pid:1988], CPUburst : 120845
[ 1621.200406] [Pid:2004], CPUburst : 231102
[ 1621.398751] [Pid:1884], CPUburst : 142579
[ 1621.770440] [Pid:2056], CPUburst : 588261
[ 1621.800259] [Pid:2017], CPUburst : 154679
[ 1621.890180] [Pid:2002], CPUburst : 338622
[ 1622.202637] [Pid:2052], CPUburst : 190557
[ 1622.307770] [Pid:1995], CPUburst : 300968
[ 1622.465877] [Pid:2025], CPUburst : 61042
[ 1623.012872] [Pid:1988], CPUburst : 9177
[ 1623.209506] [Pid:1776], CPUburst : 21804
[ 1623.222227] [Pid:1734], CPUburst : 70873
[ 1623.457603] [Pid:1775], CPUburst : 90211
[ 1623.986478] [Pid:2002], CPUburst : 182865
[ 1624.926932] [Pid:1988], CPUburst : 167370
[ 1625.125716] [Pid:1357], CPUburst : 238253
[ 1625.602837] [Pid:2002], CPUburst : 52622
[ 1625.664110] [Pid:2051], CPUburst : 236270
[ 1625.763199] [Pid:1989], CPUburst : 229012
[ 1625.765345] [Pid:1776], CPUburst : 14239
[ 1626.490817] [Pid:1356], CPUburst : 55137
[ 1626.698003] [Pid:1713], CPUburst : 360745
[ 1626.799883] [Pid:2053], CPUburst : 148377
[ 1627.288209] [Pid:2002], CPUburst : 29693
[ 1627.686934] [Pid:1903], CPUburst : 85908
[ 1627.744670] [Pid:1988], CPUburst : 42445
[ 1628.131184] [Pid:1995], CPUburst : 49028
[ 1628.160613] [Pid:2000], CPUburst : 156006
[ 1628.174216] [Pid:1884], CPUburst : 82848
[ 1628.422520] [Pid:1776], CPUburst : 8889
[ 1628.740818] [Pid:1881], CPUburst : 364828
[ 1628.918681] [Pid:2004], CPUburst : 72595
[ 1628.989462] [Pid:2002], CPUburst : 381228
[ 1629.196245] [Pid:2050], CPUburst : 163998
[ 1629.791088] [Pid:2025], CPUburst : 73292
[ 1629.980395] [Pid:1988], CPUburst : 161834
[ 1630.220639] [Pid:2008], CPUburst : 735103
[ 1630.491242] [Pid:1911], CPUburst : 139876
[ 1631.048949] [Pid:1776], CPUburst : 13665
[ 1631.128532] [Pid:2002], CPUburst : 135509
[ 1631.129870] [Pid:2051], CPUburst : 38295
[ 1631.935044] [Pid:1989], CPUburst : 78688
[ 1632.180055] [Pid:1990], CPUburst : 149654
[ 1632.500256] [Pid:1917], CPUburst : 347032
[ 1632.509442] [Pid:1988], CPUburst : 203241
[ 1632.989337] [Pid:2002], CPUburst : 121109
[ 1633.329622] [Pid:2053], CPUburst : 24556
[ 1633.391323] [Pid:2056], CPUburst : 8101
[ 1633.674889] [Pid:1776], CPUburst : 189478
[ 1634.286756] [Pid:1995], CPUburst : 62277
[ 1634.628864] [Pid:2002], CPUburst : 98204
[ 1634.717727] [Pid:1775], CPUburst : 306055
[ 1635.392347] [Pid:1988], CPUburst : 183933
[ 1635.417465] [Pid:2015], CPUburst : 178204
[ 1636.160153] [Pid:1884], CPUburst : 299057
[ 1636.344261] [Pid:1710], CPUburst : 173537
[ 1636.454340] [Pid:2002], CPUburst : 162462
[ 1636.523102] [Pid:2017], CPUburst : 58512
[ 1636.523487] [Pid:2052], CPUburst : 151338
[ 1636.566827] [Pid:1776], CPUburst : 37205
[ 1637.593142] [Pid:1988], CPUburst : 152863
[ 1637.661514] [Pid:2025], CPUburst : 47766
[ 1637.958381] [Pid:2004], CPUburst : 124872
[ 1638.118619] [Pid:2051], CPUburst : 23659
[ 1638.315042] [Pid:1356], CPUburst : 220250
[ 1638.462612] [Pid:2000], CPUburst : 157211
[ 1638.690751] [Pid:2002], CPUburst : 58007
[ 1638.999020] [Pid:1989], CPUburst : 218442
[ 1639.215965] [Pid:1776], CPUburst : 193269
[ 1639.386645] [Pid:1988], CPUburst : 151096
[ 1640.151718] [Pid:1911], CPUburst : 168265
[ 1640.251605] [Pid:2053], CPUburst : 48413
[ 1640.583175] [Pid:2002], CPUburst : 26956
[ 1640.967356] [Pid:1995], CPUburst : 15292
[ 1641.087604] [Pid:1988], CPUburst : 125173
[ 1641.679775] [Pid:1357], CPUburst : 294491
[ 1641.883212] [Pid:1776], CPUburst : 31170
[ 1642.282809] [Pid:2002], CPUburst : 112717
[ 1642.459614] [Pid:2056], CPUburst : 483821
[ 1642.518468] [Pid:1921], CPUburst : 96929
[ 1642.581846] [Pid:2008], CPUburst : 392230
[ 1643.530921] [Pid:1988], CPUburst : 88761
[ 1643.582117] [Pid:2004], CPUburst : 44973
[ 1643.632220] [Pid:1903], CPUburst : 101708
[ 1643.949413] [Pid:1884], CPUburst : 89928
[ 1643.964399] [Pid:2002], CPUburst : 42497
[ 1644.016155] [Pid:2050], CPUburst : 58016
[ 1644.136395] [Pid:2025], CPUburst : 16968
[ 1644.180064] [Pid:2051], CPUburst : 39665
[ 1644.558207] [Pid:1776], CPUburst : 22283
[ 1644.883706] [Pid:1911], CPUburst : 5618
[ 1644.884622] [Pid:656], CPUburst : 150906
[ 1644.921891] [Pid:1990], CPUburst : 76160
[ 1645.594118] [Pid:1988], CPUburst : 114484
[ 1645.595722] [Pid:1989], CPUburst : 81866
[ 1645.638098] [Pid:2002], CPUburst : 79167
[ 1646.243174] [Pid:1775], CPUburst : 64578
[ 1646.664744] [Pid:2053], CPUburst : 71473
[ 1647.245455] [Pid:1776], CPUburst : 17204
[ 1647.305409] [Pid:2002], CPUburst : 55259
[ 1647.492468] [Pid:2017], CPUburst : 104965
[ 1648.117394] [Pid:1995], CPUburst : 175480
[ 1648.133247] [Pid:1988], CPUburst : 43265
[ 1648.195635] [Pid:2000], CPUburst : 89330
[ 1649.137669] [Pid:2002], CPUburst : 166159
[ 1649.574737] [Pid:1734], CPUburst : 51486
[ 1650.146165] [Pid:1776], CPUburst : 122677
[ 1650.247043] [Pid:1881], CPUburst : 13428
[ 1650.641389] [Pid:1356], CPUburst : 113205
[ 1650.740964] [Pid:2002], CPUburst : 98045
[ 1650.873897] [Pid:1988], CPUburst : 158395
[ 1650.900914] [Pid:2025], CPUburst : 57947
[ 1650.904561] [Pid:10], CPUburst : 43204
[ 1651.115288] [Pid:2004], CPUburst : 107722
[ 1651.213973] [Pid:2056], CPUburst : 547006
[ 1651.297865] [Pid:2051], CPUburst : 385259
[ 1651.693607] [Pid:1911], CPUburst : 134130
[ 1651.946244] [Pid:1884], CPUburst : 62104
[ 1651.963005] [Pid:2052], CPUburst : 160412
[ 1652.348536] [Pid:2002], CPUburst : 250898
[ 1652.677474] [Pid:1989], CPUburst : 172684
[ 1652.758781] [Pid:1776], CPUburst : 146907
[ 1652.762069] [Pid:310], CPUburst : 397612
[ 1654.143862] [Pid:2053], CPUburst : 57682
[ 1654.174535] [Pid:1988], CPUburst : 108248
[ 1654.243052] [Pid:2002], CPUburst : 50805
[ 1654.271377] [Pid:2008], CPUburst : 103846
[ 1654.309863] [Pid:1995], CPUburst : 127464
[ 1656.310705] [Pid:2056], CPUburst : 339063
[ 1656.377761] [Pid:2004], CPUburst : 41089
[ 1656.455134] [Pid:1776], CPUburst : 230478
[ 1656.780163] [Pid:2002], CPUburst : 240420
[ 1657.542857] [Pid:1988], CPUburst : 98408
[ 1658.176964] [Pid:2000], CPUburst : 164466
[ 1658.204852] [Pid:1775], CPUburst : 275360
[ 1658.269379] [Pid:1357], CPUburst : 504518
[ 1659.645052] [Pid:1884], CPUburst : 863039
[ 1659.685150] [Pid:2002], CPUburst : 81523
[ 1659.974784] [Pid:1776], CPUburst : 228924
[ 1660.118352] [Pid:1903], CPUburst : 181702
[ 1660.171510] [Pid:1988], CPUburst : 7105
[ 1660.214880] [Pid:1710], CPUburst : 113139
[ 1660.506576] [Pid:2051], CPUburst : 27979
[ 1660.540348] [Pid:1693], CPUburst : 589645
[ 1660.612865] [Pid:2050], CPUburst : 316339
[ 1661.596351] [Pid:2025], CPUburst : 84105
[ 1661.768890] [Pid:1990], CPUburst : 111739
[ 1661.838355] [Pid:1911], CPUburst : 200758
[ 1662.010889] [Pid:1989], CPUburst : 241553
[ 1662.134512] [Pid:1356], CPUburst : 200039
[ 1662.361665] [Pid:2002], CPUburst : 57747
[ 1662.432024] [Pid:1995], CPUburst : 279025
[ 1662.471363] [Pid:2017], CPUburst : 40868
[ 1662.571673] [Pid:1988], CPUburst : 3688
[ 1662.847334] [Pid:2053], CPUburst : 87701
[ 1662.999644] [Pid:1776], CPUburst : 49899
[ 1663.843192] [Pid:2002], CPUburst : 53228
[ 1665.409750] [Pid:1988], CPUburst : 126594
[ 1665.470604] [Pid:2004], CPUburst : 154661
[ 1665.593978] [Pid:1917], CPUburst : 717355
[ 1665.598971] [Pid:2008], CPUburst : 219670
[ 1665.769616] [Pid:1776], CPUburst : 341070
[ 1665.770193] [Pid:2002], CPUburst : 140548
[ 1667.507663] [Pid:1988], CPUburst : 239541
[ 1667.810928] [Pid:2051], CPUburst : 23672
[ 1667.843922] [Pid:2002], CPUburst : 150096
[ 1667.990581] [Pid:1884], CPUburst : 169470
[ 1668.007893] [Pid:1989], CPUburst : 116061
[ 1668.164611] [Pid:2052], CPUburst : 80828
[ 1668.599192] [Pid:2025], CPUburst : 120518
[ 1668.701304] [Pid:1776], CPUburst : 415429
[ 1668.803900] [Pid:2000], CPUburst : 238403
[ 1668.804417] [Pid:2056], CPUburst : 436242
[ 1669.568172] [Pid:1930], CPUburst : 94840
[ 1669.956523] [Pid:1995], CPUburst : 88211
[ 1670.081351] [Pid:2053], CPUburst : 26075
[ 1670.297614] [Pid:1988], CPUburst : 97295
[ 1670.469663] [Pid:2002], CPUburst : 135565
[ 1670.627736] [Pid:2015], CPUburst : 69352
[ 1670.927721] [Pid:1775], CPUburst : 23243
[ 1672.157901] [Pid:1776], CPUburst : 151326
[ 1672.198777] [Pid:1911], CPUburst : 225409
[ 1672.699444] [Pid:2004], CPUburst : 35460
[ 1672.837108] [Pid:2002], CPUburst : 166721
[ 1673.239142] [Pid:1988], CPUburst : 245313
[ 1673.936659] [Pid:1734], CPUburst : 25149
[ 1674.022172] [Pid:1881], CPUburst : 1788675
[ 1674.637516] [Pid:1776], CPUburst : 256706
[ 1674.735070] [Pid:2002], CPUburst : 93426
[ 1674.925799] [Pid:1357], CPUburst : 704317
[ 1675.020401] [Pid:1989], CPUburst : 42201
[ 1675.056544] [Pid:2050], CPUburst : 140985
[ 1675.059285] [Pid:1356], CPUburst : 153256
[ 1675.092138] [Pid:2051], CPUburst : 44842
[ 1675.471896] [Pid:1995], CPUburst : 186375
[ 1675.513147] [Pid:1988], CPUburst : 440152
[ 1675.765795] [Pid:2056], CPUburst : 374042
[ 1675.808143] [Pid:1903], CPUburst : 123640
[ 1676.127422] [Pid:2008], CPUburst : 129669
[ 1676.321143] [Pid:1884], CPUburst : 135970
[ 1676.385444] [Pid:2053], CPUburst : 14066
[ 1677.195363] [Pid:2002], CPUburst : 170920
[ 1677.253230] [Pid:1990], CPUburst : 320346
[ 1677.426450] [Pid:1776], CPUburst : 83561
[ 1678.425289] [Pid:2017], CPUburst : 294699
[ 1678.427479] [Pid:1988], CPUburst : 142436
[ 1678.663337] [Pid:2004], CPUburst : 103127
[ 1678.937649] [Pid:2025], CPUburst : 96080
[ 1679.157623] [Pid:2002], CPUburst : 335820
[ 1679.729774] [Pid:2000], CPUburst : 129414
[ 1680.275214] [Pid:1776], CPUburst : 254506
[ 1680.283899] [Pid:2167], CPUburst : 134429
[ 1680.823865] [Pid:1988], CPUburst : 151363
[ 1681.135752] [Pid:2002], CPUburst : 142827
[ 1681.491448] [Pid:1911], CPUburst : 142115
[ 1681.591336] [Pid:2051], CPUburst : 58497
[ 1681.810165] [Pid:1710], CPUburst : 107201
[ 1681.936095] [Pid:1989], CPUburst : 31366
[ 1682.412307] [Pid:1995], CPUburst : 17326
[ 1682.594577] [Pid:2052], CPUburst : 169183
[ 1682.915889] [Pid:2002], CPUburst : 282772
[ 1683.031968] [Pid:1776], CPUburst : 537253
[ 1683.454645] [Pid:1775], CPUburst : 95557
[ 1684.042268] [Pid:2053], CPUburst : 278850
[ 1684.043449] [Pid:1988], CPUburst : 149394
[ 1684.855012] [Pid:2002], CPUburst : 19947
[ 1685.361181] [Pid:1884], CPUburst : 103050
[ 1686.390228] [Pid:1776], CPUburst : 63273
[ 1686.818209] [Pid:2025], CPUburst : 87727
[ 1686.819686] [Pid:1988], CPUburst : 218275
[ 1687.104432] [Pid:2056], CPUburst : 733953
[ 1687.108729] [Pid:2002], CPUburst : 215542
[ 1687.217776] [Pid:1356], CPUburst : 245404
[ 1688.405735] [Pid:2172], CPUburst : 70978
[ 1688.421029] [Pid:1989], CPUburst : 216372
[ 1688.633021] [Pid:2004], CPUburst : 136004
[ 1688.753606] [Pid:2008], CPUburst : 461550
[ 1688.860435] [Pid:2002], CPUburst : 45585
[ 1688.984408] [Pid:1988], CPUburst : 161918
[ 1689.053261] [Pid:1776], CPUburst : 60217
[ 1689.060768] [Pid:2051], CPUburst : 43196
[ 1689.459393] [Pid:1911], CPUburst : 155938
[ 1689.889684] [Pid:1995], CPUburst : 353266
[ 1689.985476] [Pid:2053], CPUburst : 31624
[ 1690.485858] [Pid:2000], CPUburst : 55812
[ 1690.551025] [Pid:2050], CPUburst : 22676
[ 1690.683490] [Pid:2002], CPUburst : 132792
[ 1691.291505] [Pid:1988], CPUburst : 240961
[ 1691.408969] [Pid:1903], CPUburst : 182722
[ 1691.584599] [Pid:1357], CPUburst : 193006
[ 1691.629860] [Pid:1776], CPUburst : 184487
[ 1692.295021] [Pid:1990], CPUburst : 73729
[ 1692.326310] [Pid:2017], CPUburst : 498940
[ 1692.354371] [Pid:2002], CPUburst : 40461
[ 1693.409716] [Pid:2149], CPUburst : 2613423
[ 1693.929028] [Pid:1884], CPUburst : 765122
[ 1694.207684] [Pid:1989], CPUburst : 31608
[ 1694.242649] [Pid:1988], CPUburst : 33742
[ 1694.587339] [Pid:2025], CPUburst : 179736
[ 1694.848234] [Pid:2002], CPUburst : 197922
[ 1694.949364] [Pid:1776], CPUburst : 192947
[ 1695.895523] [Pid:2004], CPUburst : 42177
[ 1695.900451] [Pid:2051], CPUburst : 23598
[ 1696.013870] [Pid:1775], CPUburst : 212236
[ 1696.154759] [Pid:2052], CPUburst : 183263
[ 1696.377908] [Pid:2056], CPUburst : 12481
[ 1696.783157] [Pid:2002], CPUburst : 23354
[ 1696.850893] [Pid:1988], CPUburst : 109225
[ 1696.851249] [Pid:1995], CPUburst : 57614
[ 1697.102173] [Pid:2053], CPUburst : 92217
[ 1697.551584] [Pid:1776], CPUburst : 311411
[ 1699.326921] [Pid:2002], CPUburst : 100119
[ 1699.330511] [Pid:1988], CPUburst : 362993
[ 1699.467155] [Pid:1911], CPUburst : 186135
[ 1699.910835] [Pid:1356], CPUburst : 302211
[ 1700.249341] [Pid:1776], CPUburst : 488408
[ 1700.379591] [Pid:2008], CPUburst : 106577
[ 1700.977553] [Pid:1989], CPUburst : 63721
[ 1701.011393] [Pid:1988], CPUburst : 98750
[ 1701.083671] [Pid:2000], CPUburst : 241370
[ 1701.316672] [Pid:2002], CPUburst : 177031
[ 1701.374551] [Pid:2004], CPUburst : 96494
[ 1701.543043] [Pid:2025], CPUburst : 75640
[ 1701.849394] [Pid:1884], CPUburst : 199390
[ 1702.378246] [Pid:2051], CPUburst : 301017
